"level_0";"index";"Airline";"Date_of_Journey";"Source";"Destination";"Dep_Time";"Duration";"Total_Stops";"Additional_Info";"Price";"departure";"duration_mins";"arrival"
2234;2234;"SpiceJet";"2019-03-18";"Mumbai";"Hyderabad";"13:10";"1h 20m";"non-stop";"No check-in baggage included";2385;"2019-03-18 13:10:00";80;"2019-03-18 14:30:00"
2235;2235;"IndiGo";"2019-03-18";"Mumbai";"Hyderabad";"20:05";"1h 30m";"non-stop";"No info";2227;"2019-03-18 20:05:00";90;"2019-03-18 21:35:00"
2236;2236;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"21h 50m";"1 stop";"In-flight meal not included";11087;"2019-03-18 11:40:00";1310;"2019-03-19 09:30:00"
2237;2237;"SpiceJet";"2019-03-18";"Banglore";"New Delhi";"20:30";"2h 50m";"non-stop";"No check-in baggage included";4273;"2019-03-18 20:30:00";170;"2019-03-18 23:20:00"
2238;2238;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"11:40";"6h 45m";"1 stop";"No info";12284;"2019-03-18 11:40:00";405;"2019-03-18 18:25:00"
2239;2239;"Jet Airways";"2019-03-18";"Mumbai";"Hyderabad";"10:20";"1h 30m";"non-stop";"No info";8040;"2019-03-18 10:20:00";90;"2019-03-18 11:50:00"
2240;2240;"Jet Airways";"2019-03-18";"Banglore";"New Delhi";"8:55";"9h 30m";"1 stop";"No info";12284;"2019-03-18 08:55:00";570;"2019-03-18 18:25:00"
2241;2241;"IndiGo";"2019-03-21";"Delhi";"Cochin";"4:55";"16h 25m";"2 stops";"No info";6223;"2019-03-21 04:55:00";985;"2019-03-21 21:20:00"
2242;2242;"Jet Airways";"2019-03-21";"Mumbai";"Hyderabad";"7:10";"1h 25m";"non-stop";"In-flight meal not included";4160;"2019-03-21 07:10:00";85;"2019-03-21 08:35:00"
2243;2243;"IndiGo";"2019-03-21";"Delhi";"Cochin";"6:40";"15h 40m";"1 stop";"No info";6558;"2019-03-21 06:40:00";940;"2019-03-21 22:20:00"
2244;2244;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"10:20";"15h 15m";"1 stop";"No info";7695;"2019-03-21 10:20:00";915;"2019-03-22 01:35:00"
2245;2245;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"12:50";"12h 45m";"1 stop";"No info";7695;"2019-03-21 12:50:00";765;"2019-03-22 01:35:00"
2246;2246;"IndiGo";"2019-03-21";"Delhi";"Cochin";"10:45";"4h 45m";"1 stop";"No info";6218;"2019-03-21 10:45:00";285;"2019-03-21 15:30:00"
2247;2247;"IndiGo";"2019-03-21";"Banglore";"New Delhi";"20:00";"2h 55m";"non-stop";"No info";6144;"2019-03-21 20:00:00";175;"2019-03-21 22:55:00"
2248;2248;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"18:15";"7h 20m";"1 stop";"No info";13542;"2019-03-21 18:15:00";440;"2019-03-22 01:35:00"
2249;2249;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:45";"8h 40m";"1 stop";"No info";12557;"2019-03-21 19:45:00";520;"2019-03-22 04:25:00"
2250;2250;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"14:00";"14h 25m";"1 stop";"In-flight meal not included";7438;"2019-03-21 14:00:00";865;"2019-03-22 04:25:00"
2251;2251;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"7:00";"9h 10m";"1 stop";"In-flight meal not included";7832;"2019-03-21 07:00:00";550;"2019-03-21 16:10:00"
2252;2252;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"7:10";"15h 10m";"1 stop";"In-flight meal not included";5999;"2019-03-21 07:10:00";910;"2019-03-21 22:20:00"
2253;2253;"IndiGo";"2019-03-21";"Delhi";"Cochin";"14:30";"3h 5m";"non-stop";"No info";5406;"2019-03-21 14:30:00";185;"2019-03-21 17:35:00"
2254;2254;"Air India";"2019-03-21";"Delhi";"Cochin";"17:45";"5h 15m";"1 stop";"No info";5704;"2019-03-21 17:45:00";315;"2019-03-21 23:00:00"
2255;2255;"IndiGo";"2019-03-21";"Delhi";"Cochin";"11:30";"9h 30m";"1 stop";"No info";6838;"2019-03-21 11:30:00";570;"2019-03-21 21:00:00"
2256;2256;"Air India";"2019-03-21";"Banglore";"New Delhi";"6:55";"16h 25m";"1 stop";"No info";6987;"2019-03-21 06:55:00";985;"2019-03-21 23:20:00"
2257;2257;"Air India";"2019-03-21";"Delhi";"Cochin";"18:05";"3h 5m";"non-stop";"No info";5674;"2019-03-21 18:05:00";185;"2019-03-21 21:10:00"
2258;2258;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"10:45";"32h 5m";"2 stops";"In-flight meal not included";9270;"2019-03-21 10:45:00";1925;"2019-03-22 18:50:00"
2259;2259;"IndiGo";"2019-03-21";"Delhi";"Cochin";"9:10";"16h 25m";"1 stop";"No info";8765;"2019-03-21 09:10:00";985;"2019-03-22 01:35:00"
2260;2260;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"9:00";"10h 15m";"1 stop";"No info";13378;"2019-03-21 09:00:00";615;"2019-03-21 19:15:00"
2261;2261;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:15";"23h 35m";"1 stop";"No info";12347;"2019-03-21 19:15:00";1415;"2019-03-22 18:50:00"
2262;2262;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"16:00";"9h 35m";"1 stop";"No info";13542;"2019-03-21 16:00:00";575;"2019-03-22 01:35:00"
2263;2263;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"18:25";"34h";"2 stops";"No info";12347;"2019-03-21 18:25:00";2040;"2019-03-23 04:25:00"
2264;2264;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"9:40";"42h 45m";"2 stops";"No info";12819;"2019-03-21 09:40:00";2565;"2019-03-23 04:25:00"
2265;2265;"Air India";"2019-03-21";"Delhi";"Cochin";"6:10";"16h 50m";"1 stop";"No info";5704;"2019-03-21 06:10:00";1010;"2019-03-21 23:00:00"
2266;2266;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"18:25";"10h";"2 stops";"In-flight meal not included";7791;"2019-03-21 18:25:00";600;"2019-03-22 04:25:00"
2267;2267;"IndiGo";"2019-03-21";"Banglore";"New Delhi";"13:00";"2h 50m";"non-stop";"No info";5694;"2019-03-21 13:00:00";170;"2019-03-21 15:50:00"
2268;2268;"Jet Airways";"2019-03-21";"Mumbai";"Hyderabad";"10:20";"1h 30m";"non-stop";"No info";8040;"2019-03-21 10:20:00";90;"2019-03-21 11:50:00"
2269;2269;"Air India";"2019-03-21";"Delhi";"Cochin";"7:00";"12h 15m";"1 stop";"No info";7934;"2019-03-21 07:00:00";735;"2019-03-21 19:15:00"
2270;2270;"IndiGo";"2019-03-21";"Delhi";"Cochin";"18:35";"7h";"1 stop";"No info";9264;"2019-03-21 18:35:00";420;"2019-03-22 01:35:00"
2271;2271;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"13:55";"28h 55m";"2 stops";"In-flight meal not included";8728;"2019-03-21 13:55:00";1735;"2019-03-22 18:50:00"
2272;2272;"Air India";"2019-03-21";"Banglore";"New Delhi";"11:50";"25h 10m";"1 stop";"No info";5092;"2019-03-21 11:50:00";1510;"2019-03-22 13:00:00"
2273;2273;"Jet Airways";"2019-03-21";"Mumbai";"Hyderabad";"19:35";"1h 30m";"non-stop";"No info";5678;"2019-03-21 19:35:00";90;"2019-03-21 21:05:00"
2274;2274;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:15";"9h 10m";"1 stop";"No info";12557;"2019-03-21 19:15:00";550;"2019-03-22 04:25:00"
2275;2275;"Air India";"2019-03-21";"Banglore";"New Delhi";"11:50";"12h 5m";"1 stop";"No info";5092;"2019-03-21 11:50:00";725;"2019-03-21 23:55:00"
2276;2276;"Vistara";"2019-03-21";"Banglore";"New Delhi";"21:10";"2h 55m";"non-stop";"No info";4878;"2019-03-21 21:10:00";175;"2019-03-22 00:05:00"
2277;2277;"SpiceJet";"2019-03-21";"Delhi";"Cochin";"6:10";"5h 10m";"1 stop";"No info";6065;"2019-03-21 06:10:00";310;"2019-03-21 11:20:00"
2278;2278;"Air Asia";"2019-03-21";"Kolkata";"Banglore";"22:50";"2h 30m";"non-stop";"No info";3782;"2019-03-21 22:50:00";150;"2019-03-22 01:20:00"
2279;2279;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"8:00";"10h 50m";"1 stop";"No info";12767;"2019-03-21 08:00:00";650;"2019-03-21 18:50:00"
2280;2280;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"10:45";"17h 40m";"2 stops";"No info";11093;"2019-03-21 10:45:00";1060;"2019-03-22 04:25:00"
2281;2281;"SpiceJet";"2019-03-21";"Mumbai";"Hyderabad";"22:45";"1h 25m";"non-stop";"No info";1759;"2019-03-21 22:45:00";85;"2019-03-22 00:10:00"
2282;2282;"Multiple carriers Premium economy";"2019-03-21";"Delhi";"Cochin";"6:00";"12h 50m";"1 stop";"No info";14629;"2019-03-21 06:00:00";770;"2019-03-21 18:50:00"
2283;2283;"IndiGo";"2019-03-21";"Banglore";"New Delhi";"7:10";"2h 55m";"non-stop";"No info";6860;"2019-03-21 07:10:00";175;"2019-03-21 10:05:00"
2284;2284;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"15:15";"10h 20m";"1 stop";"No info";7695;"2019-03-21 15:15:00";620;"2019-03-22 01:35:00"
2285;2285;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:10";"33h 15m";"2 stops";"In-flight meal not included";8834;"2019-03-21 19:10:00";1995;"2019-03-23 04:25:00"
2286;2286;"Jet Airways";"2019-03-21";"Mumbai";"Hyderabad";"3:05";"1h 20m";"non-stop";"In-flight meal not included";2759;"2019-03-21 03:05:00";80;"2019-03-21 04:25:00"
2287;2287;"IndiGo";"2019-03-21";"Kolkata";"Banglore";"21:25";"2h 40m";"non-stop";"No info";4148;"2019-03-21 21:25:00";160;"2019-03-22 00:05:00"
2288;2288;"Vistara";"2019-03-21";"Chennai";"Kolkata";"7:05";"2h 15m";"non-stop";"No info";3739;"2019-03-21 07:05:00";135;"2019-03-21 09:20:00"
2289;2289;"Air India";"2019-03-21";"Delhi";"Cochin";"10:00";"9h 15m";"1 stop";"No info";7934;"2019-03-21 10:00:00";555;"2019-03-21 19:15:00"
2290;2290;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"7:05";"9h 5m";"1 stop";"No info";6717;"2019-03-21 07:05:00";545;"2019-03-21 16:10:00"
2291;2291;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"6:20";"22h 5m";"2 stops";"In-flight meal not included";8273;"2019-03-21 06:20:00";1325;"2019-03-22 04:25:00"
2292;2292;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"17:30";"25h 20m";"1 stop";"No info";12557;"2019-03-21 17:30:00";1520;"2019-03-22 18:50:00"
2293;2293;"IndiGo";"2019-03-21";"Banglore";"New Delhi";"10:10";"2h 50m";"non-stop";"No info";4777;"2019-03-21 10:10:00";170;"2019-03-21 13:00:00"
2294;2294;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"22:00";"20h 50m";"1 stop";"In-flight meal not included";6017;"2019-03-21 22:00:00";1250;"2019-03-22 18:50:00"
2295;2295;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"10:45";"17h 40m";"2 stops";"In-flight meal not included";7791;"2019-03-21 10:45:00";1060;"2019-03-22 04:25:00"
2296;2296;"IndiGo";"2019-03-21";"Delhi";"Cochin";"7:45";"5h 55m";"1 stop";"No info";6101;"2019-03-21 07:45:00";355;"2019-03-21 13:40:00"
2297;2297;"SpiceJet";"2019-03-21";"Kolkata";"Banglore";"9:00";"2h 30m";"non-stop";"No check-in baggage included";3815;"2019-03-21 09:00:00";150;"2019-03-21 11:30:00"
2298;2298;"Vistara";"2019-03-21";"Banglore";"New Delhi";"11:30";"2h 40m";"non-stop";"No info";5403;"2019-03-21 11:30:00";160;"2019-03-21 14:10:00"
2299;2299;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"21:25";"14h";"1 stop";"In-flight meal not included";7832;"2019-03-21 21:25:00";840;"2019-03-22 11:25:00"
2300;2300;"IndiGo";"2019-03-21";"Delhi";"Cochin";"10:45";"10h 15m";"1 stop";"No info";6838;"2019-03-21 10:45:00";615;"2019-03-21 21:00:00"
2301;2301;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"7:10";"9h";"1 stop";"In-flight meal not included";5999;"2019-03-21 07:10:00";540;"2019-03-21 16:10:00"
2302;2302;"IndiGo";"2019-03-21";"Mumbai";"Hyderabad";"6:20";"1h 25m";"non-stop";"No info";4049;"2019-03-21 06:20:00";85;"2019-03-21 07:45:00"
2303;2303;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"2:15";"26h 10m";"1 stop";"No info";12719;"2019-03-21 02:15:00";1570;"2019-03-22 04:25:00"
2304;2304;"IndiGo";"2019-03-21";"Banglore";"New Delhi";"6:00";"2h 45m";"non-stop";"No info";5734;"2019-03-21 06:00:00";165;"2019-03-21 08:45:00"
2305;2305;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"9:00";"9h 50m";"1 stop";"No info";11667;"2019-03-21 09:00:00";590;"2019-03-21 18:50:00"
2306;2306;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"14:00";"11h 35m";"1 stop";"No info";13542;"2019-03-21 14:00:00";695;"2019-03-22 01:35:00"
2307;2307;"Multiple carriers Premium economy";"2019-03-21";"Delhi";"Cochin";"7:30";"13h 30m";"1 stop";"No info";9845;"2019-03-21 07:30:00";810;"2019-03-21 21:00:00"
2308;2308;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"13:00";"12h 35m";"1 stop";"No info";13542;"2019-03-21 13:00:00";755;"2019-03-22 01:35:00"
2309;2309;"IndiGo";"2019-03-21";"Delhi";"Cochin";"7:35";"14h 45m";"1 stop";"No info";6558;"2019-03-21 07:35:00";885;"2019-03-21 22:20:00"
2310;2310;"IndiGo";"2019-03-21";"Delhi";"Cochin";"2:05";"5h 20m";"1 stop";"No info";4862;"2019-03-21 02:05:00";320;"2019-03-21 07:25:00"
2311;2311;"IndiGo";"2019-03-21";"Banglore";"New Delhi";"7:30";"4h 50m";"1 stop";"No info";5694;"2019-03-21 07:30:00";290;"2019-03-21 12:20:00"
2312;2312;"Air India";"2019-03-21";"Delhi";"Cochin";"6:50";"36h 25m";"2 stops";"No info";10756;"2019-03-21 06:50:00";2185;"2019-03-22 19:15:00"
2313;2313;"IndiGo";"2019-03-21";"Delhi";"Cochin";"7:35";"4h 25m";"1 stop";"No info";5073;"2019-03-21 07:35:00";265;"2019-03-21 12:00:00"
2314;2314;"SpiceJet";"2019-03-21";"Delhi";"Cochin";"16:35";"6h 15m";"1 stop";"No info";4957;"2019-03-21 16:35:00";375;"2019-03-21 22:50:00"
2315;2315;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:10";"33h 15m";"2 stops";"In-flight meal not included";8834;"2019-03-21 19:10:00";1995;"2019-03-23 04:25:00"
2316;2316;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"17:30";"8h 5m";"1 stop";"No info";13542;"2019-03-21 17:30:00";485;"2019-03-22 01:35:00"
2317;2317;"Air India";"2019-03-21";"Banglore";"New Delhi";"8:15";"10h 15m";"1 stop";"No info";4943;"2019-03-21 08:15:00";615;"2019-03-21 18:30:00"
2318;2318;"IndiGo";"2019-03-21";"Kolkata";"Banglore";"17:15";"2h 40m";"non-stop";"No info";4148;"2019-03-21 17:15:00";160;"2019-03-21 19:55:00"
2319;2319;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"18:25";"24h 25m";"2 stops";"No info";11869;"2019-03-21 18:25:00";1465;"2019-03-22 18:50:00"
2320;2320;"Vistara";"2019-03-21";"Banglore";"New Delhi";"16:00";"2h 35m";"non-stop";"No info";5613;"2019-03-21 16:00:00";155;"2019-03-21 18:35:00"
2321;2321;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"5:40";"22h 45m";"2 stops";"In-flight meal not included";9181;"2019-03-21 05:40:00";1365;"2019-03-22 04:25:00"
2322;2322;"Air India";"2019-03-21";"Delhi";"Cochin";"20:40";"12h 45m";"1 stop";"No info";5642;"2019-03-21 20:40:00";765;"2019-03-22 09:25:00"
2323;2323;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"8:00";"7h 30m";"1 stop";"No info";8307;"2019-03-21 08:00:00";450;"2019-03-21 15:30:00"
2324;2324;"Jet Airways";"2019-03-21";"Mumbai";"Hyderabad";"3:05";"1h 20m";"non-stop";"No info";5678;"2019-03-21 03:05:00";80;"2019-03-21 04:25:00"
2325;2325;"Air India";"2019-03-21";"Banglore";"New Delhi";"22:00";"15h 20m";"1 stop";"No info";6955;"2019-03-21 22:00:00";920;"2019-03-22 13:20:00"
2326;2326;"SpiceJet";"2019-03-21";"Kolkata";"Banglore";"6:55";"2h 40m";"non-stop";"No info";4148;"2019-03-21 06:55:00";160;"2019-03-21 09:35:00"
2327;2327;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"22:00";"6h 25m";"1 stop";"No info";12242;"2019-03-21 22:00:00";385;"2019-03-22 04:25:00"
2328;2328;"Air India";"2019-03-21";"Banglore";"New Delhi";"8:15";"27h 5m";"2 stops";"No info";7642;"2019-03-21 08:15:00";1625;"2019-03-22 11:20:00"
2329;2329;"IndiGo";"2019-03-21";"Delhi";"Cochin";"8:35";"13h 45m";"1 stop";"No info";6790;"2019-03-21 08:35:00";825;"2019-03-21 22:20:00"
2330;2330;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"17:00";"8h 35m";"1 stop";"No info";7363;"2019-03-21 17:00:00";515;"2019-03-22 01:35:00"
2331;2331;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"11:40";"22h 45m";"1 stop";"In-flight meal not included";7832;"2019-03-21 11:40:00";1365;"2019-03-22 10:25:00"
2332;2332;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"11:40";"9h 40m";"1 stop";"In-flight meal not included";7832;"2019-03-21 11:40:00";580;"2019-03-21 21:20:00"
2333;2333;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"8:00";"10h 50m";"1 stop";"No info";11667;"2019-03-21 08:00:00";650;"2019-03-21 18:50:00"
2334;2334;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"19:55";"2h 40m";"non-stop";"No info";7229;"2019-03-21 19:55:00";160;"2019-03-21 22:35:00"
2335;2335;"IndiGo";"2019-03-21";"Delhi";"Cochin";"2:00";"5h 45m";"1 stop";"No info";6426;"2019-03-21 02:00:00";345;"2019-03-21 07:45:00"
2336;2336;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"13:00";"15h 25m";"1 stop";"In-flight meal not included";7438;"2019-03-21 13:00:00";925;"2019-03-22 04:25:00"
2337;2337;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"10:20";"32h 30m";"2 stops";"In-flight meal not included";9254;"2019-03-21 10:20:00";1950;"2019-03-22 18:50:00"
2338;2338;"IndiGo";"2019-03-21";"Banglore";"New Delhi";"16:55";"2h 50m";"non-stop";"No info";6860;"2019-03-21 16:55:00";170;"2019-03-21 19:45:00"
2339;2339;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"2:15";"16h 35m";"1 stop";"No info";12719;"2019-03-21 02:15:00";995;"2019-03-21 18:50:00"
2340;2340;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"8:00";"15h";"1 stop";"In-flight meal not included";7832;"2019-03-21 08:00:00";900;"2019-03-21 23:00:00"
2341;2341;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"22:50";"8h 50m";"1 stop";"In-flight meal not included";7045;"2019-03-21 22:50:00";530;"2019-03-22 07:40:00"
2342;2342;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:10";"33h 15m";"2 stops";"No info";10929;"2019-03-21 19:10:00";1995;"2019-03-23 04:25:00"
2343;2343;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"16:10";"26h 40m";"2 stops";"In-flight meal not included";8728;"2019-03-21 16:10:00";1600;"2019-03-22 18:50:00"
2344;2344;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"4:45";"14h 30m";"1 stop";"No info";6630;"2019-03-21 04:45:00";870;"2019-03-21 19:15:00"
2345;2345;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:10";"23h 40m";"2 stops";"No info";10929;"2019-03-21 19:10:00";1420;"2019-03-22 18:50:00"
2346;2346;"Air India";"2019-03-21";"Delhi";"Cochin";"17:15";"26h";"2 stops";"No info";8245;"2019-03-21 17:15:00";1560;"2019-03-22 19:15:00"
2347;2347;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:15";"23h 35m";"2 stops";"In-flight meal not included";8938;"2019-03-21 19:15:00";1415;"2019-03-22 18:50:00"
2348;2348;"IndiGo";"2019-03-21";"Kolkata";"Banglore";"5:30";"2h 50m";"non-stop";"No info";4148;"2019-03-21 05:30:00";170;"2019-03-21 08:20:00"
2349;2349;"IndiGo";"2019-03-21";"Delhi";"Cochin";"4:55";"7h 5m";"1 stop";"No info";6287;"2019-03-21 04:55:00";425;"2019-03-21 12:00:00"
2350;2350;"Multiple carriers Premium economy";"2019-03-21";"Delhi";"Cochin";"7:30";"8h";"1 stop";"No info";11269;"2019-03-21 07:30:00";480;"2019-03-21 15:30:00"
2351;2351;"IndiGo";"2019-03-21";"Delhi";"Cochin";"2:35";"5h 55m";"1 stop";"No info";8470;"2019-03-21 02:35:00";355;"2019-03-21 08:30:00"
2352;2352;"IndiGo";"2019-03-21";"Kolkata";"Banglore";"14:20";"2h 35m";"non-stop";"No info";5198;"2019-03-21 14:20:00";155;"2019-03-21 16:55:00"
2353;2353;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"19:00";"6h 35m";"1 stop";"No info";6838;"2019-03-21 19:00:00";395;"2019-03-22 01:35:00"
2354;2354;"Air India";"2019-03-21";"Banglore";"New Delhi";"11:50";"21h 5m";"1 stop";"No info";5092;"2019-03-21 11:50:00";1265;"2019-03-22 08:55:00"
2355;2355;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"2:15";"16h 35m";"1 stop";"In-flight meal not included";7438;"2019-03-21 02:15:00";995;"2019-03-21 18:50:00"
2356;2356;"Air India";"2019-03-21";"Banglore";"New Delhi";"11:50";"8h";"1 stop";"No info";5932;"2019-03-21 11:50:00";480;"2019-03-21 19:50:00"
2357;2357;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"7:00";"6h 20m";"1 stop";"No info";9042;"2019-03-21 07:00:00";380;"2019-03-21 13:20:00"
2358;2358;"SpiceJet";"2019-03-21";"Banglore";"New Delhi";"9:35";"2h 55m";"non-stop";"No info";4945;"2019-03-21 09:35:00";175;"2019-03-21 12:30:00"
2359;2359;"IndiGo";"2019-03-21";"Delhi";"Cochin";"7:35";"8h 35m";"1 stop";"No info";6558;"2019-03-21 07:35:00";515;"2019-03-21 16:10:00"
2360;2360;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"5:30";"37h 20m";"2 stops";"In-flight meal not included";9328;"2019-03-21 05:30:00";2240;"2019-03-22 18:50:00"
2361;2361;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"5:45";"19h";"1 stop";"In-flight meal not included";7832;"2019-03-21 05:45:00";1140;"2019-03-22 00:45:00"
2362;2362;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"2:15";"11h 5m";"1 stop";"No info";13961;"2019-03-21 02:15:00";665;"2019-03-21 13:20:00"
2363;2363;"Multiple carriers";"2019-03-21";"Delhi";"Cochin";"7:00";"14h";"1 stop";"No info";7618;"2019-03-21 07:00:00";840;"2019-03-21 21:00:00"
2364;2364;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"8:00";"7h 15m";"1 stop";"In-flight meal not included";7832;"2019-03-21 08:00:00";435;"2019-03-21 15:15:00"
2365;2365;"Vistara";"2019-03-21";"Banglore";"New Delhi";"6:40";"15h 15m";"1 stop";"No info";6065;"2019-03-21 06:40:00";915;"2019-03-21 21:55:00"
2366;2366;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"19:10";"23h 40m";"2 stops";"In-flight meal not included";6643;"2019-03-21 19:10:00";1420;"2019-03-22 18:50:00"
2367;2367;"SpiceJet";"2019-03-21";"Kolkata";"Banglore";"22:20";"2h 20m";"non-stop";"No check-in baggage included";3815;"2019-03-21 22:20:00";140;"2019-03-22 00:40:00"
2368;2368;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"13:55";"28h 55m";"2 stops";"In-flight meal not included";8728;"2019-03-21 13:55:00";1735;"2019-03-22 18:50:00"
2369;2369;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"5:45";"13h 25m";"1 stop";"In-flight meal not included";7832;"2019-03-21 05:45:00";805;"2019-03-21 19:10:00"
2370;2370;"Jet Airways";"2019-03-21";"Banglore";"New Delhi";"8:55";"14h 5m";"1 stop";"In-flight meal not included";6992;"2019-03-21 08:55:00";845;"2019-03-21 23:00:00"
2371;2371;"Air India";"2019-03-21";"Delhi";"Cochin";"9:45";"23h 40m";"2 stops";"No info";8140;"2019-03-21 09:45:00";1420;"2019-03-22 09:25:00"
2372;2372;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"5:30";"22h 55m";"2 stops";"No info";12647;"2019-03-21 05:30:00";1375;"2019-03-22 04:25:00"
2373;2373;"Vistara";"2019-03-21";"Delhi";"Cochin";"14:55";"2h 55m";"non-stop";"No info";5586;"2019-03-21 14:55:00";175;"2019-03-21 17:50:00"
2374;2374;"IndiGo";"2019-03-21";"Delhi";"Cochin";"6:40";"6h 40m";"1 stop";"No info";10208;"2019-03-21 06:40:00";400;"2019-03-21 13:20:00"
2375;2375;"SpiceJet";"2019-03-21";"Chennai";"Kolkata";"8:20";"2h 15m";"non-stop";"No check-in baggage included";3332;"2019-03-21 08:20:00";135;"2019-03-21 10:35:00"
2376;2376;"Jet Airways";"2019-03-21";"Delhi";"Cochin";"22:50";"5h 35m";"1 stop";"In-flight meal not included";6017;"2019-03-21 22:50:00";335;"2019-03-22 04:25:00"
2377;2377;"IndiGo";"2019-03-21";"Banglore";"New Delhi";"1:30";"2h 45m";"non-stop";"No info";4777;"2019-03-21 01:30:00";165;"2019-03-21 04:15:00"
