index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price
2299,Jet Airways,2019-03-21,Banglore,New Delhi,21:25,14h,1 stop,In-flight meal not included,7832
2300,IndiGo,2019-03-21,Delhi,Cochin,10:45,10h 15m,1 stop,No info,6838
2301,Multiple carriers,2019-03-21,Delhi,Cochin,7:10,9h,1 stop,In-flight meal not included,5999
2302,IndiGo,2019-03-21,Mumbai,Hyderabad,6:20,1h 25m,non-stop,No info,4049
2303,Jet Airways,2019-03-21,Delhi,Cochin,2:15,26h 10m,1 stop,No info,12719
2304,IndiGo,2019-03-21,Banglore,New Delhi,6:00,2h 45m,non-stop,No info,5734
2305,Multiple carriers,2019-03-21,Delhi,Cochin,9:00,9h 50m,1 stop,No info,11667
2306,Multiple carriers,2019-03-21,Delhi,Cochin,14:00,11h 35m,1 stop,No info,13542
2307,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,7:30,13h 30m,1 stop,No info,9845
2308,Multiple carriers,2019-03-21,Delhi,Cochin,13:00,12h 35m,1 stop,No info,13542
2309,IndiGo,2019-03-21,Delhi,Cochin,7:35,14h 45m,1 stop,No info,6558
2310,IndiGo,2019-03-21,Delhi,Cochin,2:05,5h 20m,1 stop,No info,4862
2311,IndiGo,2019-03-21,Banglore,New Delhi,7:30,4h 50m,1 stop,No info,5694
2312,Air India,2019-03-21,Delhi,Cochin,6:50,36h 25m,2 stops,No info,10756
2313,IndiGo,2019-03-21,Delhi,Cochin,7:35,4h 25m,1 stop,No info,5073
2314,SpiceJet,2019-03-21,Delhi,Cochin,16:35,6h 15m,1 stop,No info,4957
2315,Jet Airways,2019-03-21,Delhi,Cochin,19:10,33h 15m,2 stops,In-flight meal not included,8834
2316,Multiple carriers,2019-03-21,Delhi,Cochin,17:30,8h 5m,1 stop,No info,13542
2317,Air India,2019-03-21,Banglore,New Delhi,8:15,10h 15m,1 stop,No info,4943
2318,IndiGo,2019-03-21,Kolkata,Banglore,17:15,2h 40m,non-stop,No info,4148
2319,Jet Airways,2019-03-21,Delhi,Cochin,18:25,24h 25m,2 stops,No info,11869
2320,Vistara,2019-03-21,Banglore,New Delhi,16:00,2h 35m,non-stop,No info,5613
2321,Jet Airways,2019-03-21,Delhi,Cochin,5:40,22h 45m,2 stops,In-flight meal not included,9181
2322,Air India,2019-03-21,Delhi,Cochin,20:40,12h 45m,1 stop,No info,5642
2323,Multiple carriers,2019-03-21,Delhi,Cochin,8:00,7h 30m,1 stop,No info,8307
2324,Jet Airways,2019-03-21,Mumbai,Hyderabad,3:05,1h 20m,non-stop,No info,5678
2325,Air India,2019-03-21,Banglore,New Delhi,22:00,15h 20m,1 stop,No info,6955
2326,SpiceJet,2019-03-21,Kolkata,Banglore,6:55,2h 40m,non-stop,No info,4148
2327,Jet Airways,2019-03-21,Delhi,Cochin,22:00,6h 25m,1 stop,No info,12242
2328,Air India,2019-03-21,Banglore,New Delhi,8:15,27h 5m,2 stops,No info,7642
2329,IndiGo,2019-03-21,Delhi,Cochin,8:35,13h 45m,1 stop,No info,6790
2330,Multiple carriers,2019-03-21,Delhi,Cochin,17:00,8h 35m,1 stop,No info,7363
2331,Jet Airways,2019-03-21,Banglore,New Delhi,11:40,22h 45m,1 stop,In-flight meal not included,7832
2332,Jet Airways,2019-03-21,Banglore,New Delhi,11:40,9h 40m,1 stop,In-flight meal not included,7832
2333,Multiple carriers,2019-03-21,Delhi,Cochin,8:00,10h 50m,1 stop,No info,11667
2334,Jet Airways,2019-03-21,Banglore,New Delhi,19:55,2h 40m,non-stop,No info,7229
2335,IndiGo,2019-03-21,Delhi,Cochin,2:00,5h 45m,1 stop,No info,6426
2336,Jet Airways,2019-03-21,Delhi,Cochin,13:00,15h 25m,1 stop,In-flight meal not included,7438
2337,Jet Airways,2019-03-21,Delhi,Cochin,10:20,32h 30m,2 stops,In-flight meal not included,9254
2338,IndiGo,2019-03-21,Banglore,New Delhi,16:55,2h 50m,non-stop,No info,6860
2339,Jet Airways,2019-03-21,Delhi,Cochin,2:15,16h 35m,1 stop,No info,12719
2340,Jet Airways,2019-03-21,Banglore,New Delhi,8:00,15h,1 stop,In-flight meal not included,7832
2341,Jet Airways,2019-03-21,Banglore,New Delhi,22:50,8h 50m,1 stop,In-flight meal not included,7045
2342,Jet Airways,2019-03-21,Delhi,Cochin,19:10,33h 15m,2 stops,No info,10929
2343,Jet Airways,2019-03-21,Delhi,Cochin,16:10,26h 40m,2 stops,In-flight meal not included,8728
2344,Multiple carriers,2019-03-21,Delhi,Cochin,4:45,14h 30m,1 stop,No info,6630
2345,Jet Airways,2019-03-21,Delhi,Cochin,19:10,23h 40m,2 stops,No info,10929
2346,Air India,2019-03-21,Delhi,Cochin,17:15,26h,2 stops,No info,8245
2347,Jet Airways,2019-03-21,Delhi,Cochin,19:15,23h 35m,2 stops,In-flight meal not included,8938
2348,IndiGo,2019-03-21,Kolkata,Banglore,5:30,2h 50m,non-stop,No info,4148
2349,IndiGo,2019-03-21,Delhi,Cochin,4:55,7h 5m,1 stop,No info,6287
2350,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,7:30,8h,1 stop,No info,11269
2351,IndiGo,2019-03-21,Delhi,Cochin,2:35,5h 55m,1 stop,No info,8470
2352,IndiGo,2019-03-21,Kolkata,Banglore,14:20,2h 35m,non-stop,No info,5198
2353,Multiple carriers,2019-03-21,Delhi,Cochin,19:00,6h 35m,1 stop,No info,6838
2354,Air India,2019-03-21,Banglore,New Delhi,11:50,21h 5m,1 stop,No info,5092
2355,Jet Airways,2019-03-21,Delhi,Cochin,2:15,16h 35m,1 stop,In-flight meal not included,7438
2356,Air India,2019-03-21,Banglore,New Delhi,11:50,8h,1 stop,No info,5932
2357,Multiple carriers,2019-03-21,Delhi,Cochin,7:00,6h 20m,1 stop,No info,9042
2358,SpiceJet,2019-03-21,Banglore,New Delhi,9:35,2h 55m,non-stop,No info,4945
2359,IndiGo,2019-03-21,Delhi,Cochin,7:35,8h 35m,1 stop,No info,6558
2360,Jet Airways,2019-03-21,Delhi,Cochin,5:30,37h 20m,2 stops,In-flight meal not included,9328
2361,Jet Airways,2019-03-21,Banglore,New Delhi,5:45,19h,1 stop,In-flight meal not included,7832
2362,Multiple carriers,2019-03-21,Delhi,Cochin,2:15,11h 5m,1 stop,No info,13961
2363,Multiple carriers,2019-03-21,Delhi,Cochin,7:00,14h,1 stop,No info,7618
2364,Jet Airways,2019-03-21,Banglore,New Delhi,8:00,7h 15m,1 stop,In-flight meal not included,7832
2365,Vistara,2019-03-21,Banglore,New Delhi,6:40,15h 15m,1 stop,No info,6065
2366,Jet Airways,2019-03-21,Delhi,Cochin,19:10,23h 40m,2 stops,In-flight meal not included,6643
2367,SpiceJet,2019-03-21,Kolkata,Banglore,22:20,2h 20m,non-stop,No check-in baggage included,3815
2368,Jet Airways,2019-03-21,Delhi,Cochin,13:55,28h 55m,2 stops,In-flight meal not included,8728
2369,Jet Airways,2019-03-21,Banglore,New Delhi,5:45,13h 25m,1 stop,In-flight meal not included,7832
2370,Jet Airways,2019-03-21,Banglore,New Delhi,8:55,14h 5m,1 stop,In-flight meal not included,6992
2371,Air India,2019-03-21,Delhi,Cochin,9:45,23h 40m,2 stops,No info,8140
2372,Jet Airways,2019-03-21,Delhi,Cochin,5:30,22h 55m,2 stops,No info,12647
2373,Vistara,2019-03-21,Delhi,Cochin,14:55,2h 55m,non-stop,No info,5586
2374,IndiGo,2019-03-21,Delhi,Cochin,6:40,6h 40m,1 stop,No info,10208
2375,SpiceJet,2019-03-21,Chennai,Kolkata,8:20,2h 15m,non-stop,No check-in baggage included,3332
2376,Jet Airways,2019-03-21,Delhi,Cochin,22:50,5h 35m,1 stop,In-flight meal not included,6017
2377,IndiGo,2019-03-21,Banglore,New Delhi,1:30,2h 45m,non-stop,No info,4777
2378,Jet Airways,2019-03-21,Delhi,Cochin,6:20,22h 5m,2 stops,No info,12273
2379,Air India,2019-03-21,Delhi,Cochin,13:30,9h 30m,1 stop,No info,5704
2380,Jet Airways,2019-03-21,Delhi,Cochin,2:15,26h 10m,1 stop,In-flight meal not included,7438
2381,SpiceJet,2019-03-21,Banglore,New Delhi,9:35,2h 55m,non-stop,No check-in baggage included,4839
2382,Jet Airways,2019-03-21,Delhi,Cochin,15:00,13h 25m,1 stop,No info,12767
2383,Multiple carriers,2019-03-21,Delhi,Cochin,11:40,9h 20m,1 stop,No info,7215
2384,Jet Airways,2019-03-21,Delhi,Cochin,7:05,21h 20m,1 stop,No info,12767
2385,Jet Airways,2019-03-21,Delhi,Cochin,6:20,22h 5m,2 stops,No info,11538
2386,Jet Airways,2019-03-21,Delhi,Cochin,20:50,7h 35m,1 stop,In-flight meal not included,9212
2387,IndiGo,2019-03-21,Mumbai,Hyderabad,16:55,1h 30m,non-stop,No info,3175
2388,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,19:00,6h 35m,1 stop,No info,10885
2389,IndiGo,2019-03-21,Delhi,Cochin,5:05,5h,1 stop,No info,6893
2390,IndiGo,2019-03-21,Mumbai,Hyderabad,12:00,1h 25m,non-stop,No info,3342
2391,Jet Airways,2019-03-21,Delhi,Cochin,15:00,13h 25m,1 stop,In-flight meal not included,6017
2392,Air India,2019-03-21,Delhi,Cochin,9:45,23h 40m,1 stop,No info,7532
2393,Jet Airways,2019-03-21,Banglore,New Delhi,14:05,6h 15m,1 stop,In-flight meal not included,7832
2394,Multiple carriers,2019-03-21,Delhi,Cochin,4:45,14h 5m,1 stop,No info,11098
2395,Multiple carriers,2019-03-21,Delhi,Cochin,11:30,9h 30m,1 stop,No info,13062
2396,Jet Airways,2019-03-21,Banglore,New Delhi,8:55,10h 15m,1 stop,In-flight meal not included,7832
2397,Jet Airways,2019-03-21,Banglore,New Delhi,20:35,13h 50m,1 stop,In-flight meal not included,7832
2398,Jet Airways,2019-03-21,Delhi,Cochin,8:00,20h 25m,1 stop,No info,12767
2399,Air India,2019-03-21,Banglore,New Delhi,10:30,12h 25m,1 stop,No info,6383
2400,Multiple carriers,2019-03-21,Delhi,Cochin,13:15,8h 5m,2 stops,No info,6653
2401,Jet Airways,2019-03-21,Banglore,New Delhi,7:00,6h 15m,1 stop,In-flight meal not included,7832
2402,Jet Airways,2019-03-21,Delhi,Cochin,18:25,34h,2 stops,No info,12347
2403,Multiple carriers,2019-03-21,Delhi,Cochin,10:20,10h 40m,1 stop,No info,7215
2404,Multiple carriers,2019-03-21,Delhi,Cochin,10:20,8h 30m,1 stop,No info,11999
2405,Air India,2019-03-21,Banglore,New Delhi,10:30,24h 50m,1 stop,No info,6383
2406,Multiple carriers,2019-03-21,Delhi,Cochin,8:25,10h 25m,1 stop,No info,13069
2407,Jet Airways,2019-03-21,Banglore,New Delhi,18:40,13h,1 stop,In-flight meal not included,7832
2408,IndiGo,2019-03-21,Delhi,Cochin,9:10,11h 50m,1 stop,No info,8285
2409,Multiple carriers,2019-03-21,Delhi,Cochin,15:00,10h 35m,1 stop,No info,13542
2410,Jet Airways,2019-03-21,Delhi,Cochin,18:25,24h 25m,2 stops,In-flight meal not included,9270
2411,IndiGo,2019-03-21,Kolkata,Banglore,20:25,2h 40m,non-stop,No info,4462
2412,Multiple carriers,2019-03-21,Delhi,Cochin,10:00,15h 35m,1 stop,In-flight meal not included,8565
2413,Jet Airways,2019-03-21,Delhi,Cochin,11:30,16h 55m,1 stop,In-flight meal not included,7438
2414,Air India,2019-03-21,Delhi,Cochin,17:15,26h,2 stops,No info,8770
2415,IndiGo,2019-03-21,Delhi,Cochin,16:00,5h,1 stop,No info,6232
2416,Air India,2019-03-21,Delhi,Cochin,9:00,10h 15m,1 stop,No info,6902
2417,Jet Airways,2019-03-21,Delhi,Cochin,22:00,20h 50m,1 stop,No info,12242
2418,IndiGo,2019-03-21,Delhi,Cochin,8:35,7h 35m,1 stop,No info,6790
2419,Air India,2019-03-21,Delhi,Cochin,5:15,38h,3 stops,No info,9128
2420,Jet Airways,2019-03-21,Banglore,New Delhi,20:35,11h 5m,1 stop,In-flight meal not included,7832
2421,Multiple carriers,2019-03-21,Delhi,Cochin,9:00,12h,1 stop,No info,13062
2422,Jet Airways,2019-03-21,Delhi,Cochin,10:45,17h 40m,2 stops,In-flight meal not included,8367
2423,Jet Airways,2019-03-21,Delhi,Cochin,7:05,11h 45m,1 stop,No info,12767
2424,Air India,2019-03-21,Delhi,Cochin,6:50,24h 50m,2 stops,No info,11071
2425,Multiple carriers,2019-03-21,Delhi,Cochin,8:25,10h 50m,1 stop,No info,8601
2426,IndiGo,2019-03-21,Banglore,New Delhi,13:40,4h 55m,1 stop,No info,7166
2427,Air India,2019-03-21,Delhi,Cochin,13:15,20h 10m,2 stops,No info,7107
2428,Jet Airways,2019-03-21,Banglore,New Delhi,20:35,14h 50m,1 stop,In-flight meal not included,7832
2429,Jet Airways,2019-03-21,Banglore,New Delhi,8:55,6h 20m,1 stop,In-flight meal not included,7832
2430,Jet Airways,2019-03-21,Delhi,Cochin,10:20,42h 5m,2 stops,No info,11664
2431,Jet Airways,2019-03-21,Delhi,Cochin,17:30,10h 55m,1 stop,No info,12557
2432,Air India,2019-03-21,Delhi,Cochin,17:15,26h,2 stops,No info,8245
2433,Jet Airways,2019-03-21,Banglore,New Delhi,8:55,12h 25m,1 stop,In-flight meal not included,7832
2434,Multiple carriers,2019-03-21,Delhi,Cochin,11:30,14h 5m,1 stop,No info,13542
2435,Air India,2019-03-21,Banglore,New Delhi,5:50,10h 30m,2 stops,No info,7664
2436,Jet Airways,2019-03-21,Banglore,New Delhi,11:40,11h 20m,1 stop,In-flight meal not included,6992
2437,Jet Airways,2019-03-21,Banglore,New Delhi,8:00,12h 20m,1 stop,In-flight meal not included,7832
2438,Jet Airways,2019-03-21,Delhi,Cochin,16:10,26h 40m,2 stops,In-flight meal not included,8728
2439,IndiGo,2019-03-21,Banglore,New Delhi,5:25,4h 45m,1 stop,No info,6208
2440,SpiceJet,2019-03-21,Kolkata,Banglore,6:55,2h 40m,non-stop,No check-in baggage included,3815
2441,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,7:30,11h 20m,1 stop,No info,14629
2442,Air India,2019-03-21,Delhi,Cochin,14:10,3h,non-stop,No info,5674
2443,Jet Airways,2019-03-21,Delhi,Cochin,19:10,33h 15m,2 stops,In-flight meal not included,8834
2444,Jet Airways,2019-03-21,Banglore,New Delhi,5:45,15h 35m,1 stop,In-flight meal not included,7832
2445,Multiple carriers,2019-03-21,Delhi,Cochin,8:00,7h 30m,1 stop,No info,14486
2446,Jet Airways,2019-03-21,Delhi,Cochin,16:00,26h 50m,1 stop,No info,12557
2447,Jet Airways,2019-03-21,Banglore,New Delhi,8:55,7h 15m,1 stop,In-flight meal not included,7832
2448,Multiple carriers,2019-03-21,Delhi,Cochin,10:00,9h 15m,1 stop,In-flight meal not included,8401
2449,Multiple carriers,2019-03-21,Delhi,Cochin,7:10,14h 10m,2 stops,In-flight meal not included,5935
2450,Jet Airways,2019-03-21,Banglore,New Delhi,16:55,17h 30m,1 stop,In-flight meal not included,7832
2451,Multiple carriers,2019-03-21,Delhi,Cochin,13:00,8h,1 stop,No info,7618
2452,IndiGo,2019-03-21,Delhi,Cochin,4:45,8h 35m,1 stop,No info,7738
2453,Jet Airways,2019-03-21,Banglore,New Delhi,9:45,6h 10m,1 stop,In-flight meal not included,7280
2454,Air India,2019-03-21,Delhi,Cochin,7:05,26h 20m,2 stops,No info,7615
2455,SpiceJet,2019-03-21,Delhi,Cochin,8:45,4h 30m,1 stop,No info,6460
2456,Air Asia,2019-03-21,Delhi,Cochin,16:45,14h 25m,1 stop,No info,6151
2457,Multiple carriers,2019-03-21,Delhi,Cochin,9:00,6h 30m,1 stop,No info,14486
2458,Jet Airways,2019-03-21,Mumbai,Hyderabad,7:10,1h 25m,non-stop,No info,8040
2459,Jet Airways,2019-03-21,Banglore,New Delhi,5:45,7h 30m,1 stop,In-flight meal not included,7832
2460,IndiGo,2019-03-21,Delhi,Cochin,21:05,4h 40m,1 stop,No info,5947
2461,IndiGo,2019-03-21,Delhi,Cochin,7:35,13h 45m,2 stops,No info,6494
2462,Air India,2019-03-21,Delhi,Cochin,21:00,22h 15m,1 stop,No info,6587
2463,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,7:30,11h 45m,1 stop,No info,10161
2464,IndiGo,2019-03-21,Chennai,Kolkata,11:35,2h 25m,non-stop,No info,3858
2465,IndiGo,2019-03-21,Delhi,Cochin,6:40,9h 30m,1 stop,No info,6558
2466,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,6:00,15h,1 stop,No info,9845
2467,Jet Airways,2019-03-21,Banglore,New Delhi,14:05,17h 35m,1 stop,In-flight meal not included,7832
2468,IndiGo,2019-03-21,Delhi,Cochin,14:20,8h,1 stop,No info,6528
2469,Air India,2019-03-21,Mumbai,Hyderabad,21:05,1h 20m,non-stop,No info,2050
2470,Jet Airways,2019-03-21,Banglore,New Delhi,14:05,20h 20m,1 stop,In-flight meal not included,7832
2471,IndiGo,2019-03-21,Delhi,Cochin,10:45,14h 50m,1 stop,No info,7318
2472,IndiGo,2019-03-21,Chennai,Kolkata,7:55,2h 20m,non-stop,No info,3384
2473,Jet Airways,2019-03-21,Delhi,Cochin,18:20,24h 30m,2 stops,No info,12604
2474,Air India,2019-03-21,Kolkata,Banglore,14:15,2h 30m,non-stop,No info,5170
2475,Jet Airways,2019-03-21,Banglore,New Delhi,22:50,12h 35m,1 stop,In-flight meal not included,7832
2476,Multiple carriers,2019-03-21,Delhi,Cochin,10:20,8h 55m,1 stop,No info,7531
2477,Air India,2019-03-21,Delhi,Cochin,19:45,23h 30m,2 stops,No info,8236
2478,Multiple carriers,2019-03-21,Delhi,Cochin,8:00,11h 15m,1 stop,No info,13378
2479,Jet Airways,2019-03-21,Banglore,New Delhi,11:40,24h 35m,1 stop,In-flight meal not included,7832
2480,IndiGo,2019-03-21,Banglore,New Delhi,11:20,4h 5m,1 stop,No info,5746
2481,Jet Airways,2019-03-21,Delhi,Cochin,10:20,32h 30m,2 stops,No info,11664
2482,Multiple carriers,2019-03-21,Delhi,Cochin,7:30,11h 45m,1 stop,No info,9100
2483,IndiGo,2019-03-21,Delhi,Cochin,7:30,8h,1 stop,No info,10208
2484,Jet Airways,2019-03-21,Delhi,Cochin,19:45,23h 5m,1 stop,In-flight meal not included,5406
2485,Multiple carriers,2019-03-21,Delhi,Cochin,11:40,7h 10m,1 stop,No info,11999
2486,GoAir,2019-03-21,Delhi,Cochin,7:00,5h 50m,1 stop,No info,9385
2487,Jet Airways,2019-03-21,Delhi,Cochin,10:45,32h 5m,2 stops,No info,11869
2488,SpiceJet,2019-03-21,Kolkata,Banglore,17:15,2h 30m,non-stop,No info,3847
2489,Jet Airways,2019-03-21,Banglore,New Delhi,14:05,7h 15m,1 stop,In-flight meal not included,7832
2490,SpiceJet,2019-03-21,Chennai,Kolkata,17:45,2h 20m,non-stop,No check-in baggage included,3332
2491,Multiple carriers,2019-03-21,Delhi,Cochin,9:45,11h 35m,2 stops,No info,7178
2492,Jet Airways,2019-03-21,Delhi,Cochin,11:30,7h 20m,1 stop,No info,13244
2493,Jet Airways,2019-03-21,Delhi,Cochin,7:05,5h 30m,1 stop,In-flight meal not included,14053
2494,Jet Airways,2019-03-21,Banglore,New Delhi,8:00,23h 40m,1 stop,In-flight meal not included,7832
2495,Jet Airways,2019-03-21,Delhi,Cochin,18:25,24h 25m,2 stops,No info,12347
2496,IndiGo,2019-03-21,Delhi,Cochin,6:40,5h 20m,1 stop,No info,5761
2497,Jet Airways,2019-03-21,Delhi,Cochin,10:45,8h 5m,2 stops,No info,11360
2498,Jet Airways,2019-03-21,Delhi,Cochin,18:15,10h 10m,1 stop,No info,12557
2499,Multiple carriers,2019-03-21,Delhi,Cochin,7:05,13h 55m,1 stop,No info,13062
2500,Air India,2019-03-21,Delhi,Cochin,13:00,6h 15m,1 stop,No info,7934
2501,Air India,2019-03-21,Delhi,Cochin,13:20,29h 55m,2 stops,No info,8708
2502,Jet Airways,2019-03-21,Delhi,Cochin,17:30,25h 20m,1 stop,In-flight meal not included,5963
2503,Jet Airways,2019-03-21,Delhi,Cochin,16:00,26h 50m,1 stop,In-flight meal not included,5963
2504,IndiGo,2019-03-21,Kolkata,Banglore,9:35,2h 45m,non-stop,No info,4148
2505,Jet Airways,2019-03-21,Delhi,Cochin,5:40,22h 45m,2 stops,No info,11543
2506,Air India,2019-03-21,Banglore,New Delhi,22:00,25h 20m,1 stop,No info,6010
2507,Jet Airways,2019-03-21,Delhi,Cochin,9:00,9h 50m,1 stop,In-flight meal not included,7438
2508,Jet Airways,2019-03-21,Banglore,New Delhi,7:00,12h 10m,1 stop,In-flight meal not included,7832
2509,Multiple carriers,2019-03-21,Delhi,Cochin,11:30,7h 45m,1 stop,No info,13378
2510,Air India,2019-03-21,Delhi,Cochin,17:20,16h 5m,1 stop,No info,6482
2511,Air India,2019-03-21,Delhi,Cochin,21:00,10h 40m,1 stop,No info,6902
2512,IndiGo,2019-03-21,Delhi,Cochin,17:10,8h 25m,1 stop,No info,7318
2513,Multiple carriers,2019-03-21,Delhi,Cochin,14:00,7h,1 stop,No info,13062
2514,Jet Airways,2019-03-21,Delhi,Cochin,10:45,8h 5m,2 stops,In-flight meal not included,8367
2515,Air India,2019-03-21,Delhi,Cochin,5:10,2h 50m,non-stop,No info,5674
2516,SpiceJet,2019-03-21,Delhi,Cochin,8:45,4h 30m,1 stop,No check-in baggage included,6356
2517,Jet Airways,2019-03-21,Delhi,Cochin,18:15,10h 10m,1 stop,In-flight meal not included,5963
2518,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,8:55,10h 20m,1 stop,No info,10161
2519,Multiple carriers,2019-03-21,Delhi,Cochin,11:30,7h 20m,1 stop,No info,11622
2520,IndiGo,2019-03-21,Delhi,Cochin,20:30,5h 5m,1 stop,No info,6232
2521,IndiGo,2019-03-21,Chennai,Kolkata,5:15,2h 20m,non-stop,No info,4326
2522,IndiGo,2019-03-21,Mumbai,Hyderabad,2:30,1h 30m,non-stop,No info,3603
2523,Jet Airways,2019-03-21,Delhi,Cochin,10:45,32h 5m,2 stops,In-flight meal not included,7791
2524,Jet Airways,2019-03-21,Delhi,Cochin,19:10,23h 40m,2 stops,In-flight meal not included,6643
2525,Air India,2019-03-21,Mumbai,Hyderabad,19:30,1h 15m,non-stop,No info,2575
2526,Air India,2019-03-21,Mumbai,Hyderabad,13:55,1h 30m,non-stop,No info,3100
2527,Jet Airways,2019-03-21,Banglore,New Delhi,8:55,22h 45m,1 stop,In-flight meal not included,7412
2528,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,6:00,6h 35m,1 stop,No info,13369
2529,Jet Airways,2019-03-21,Banglore,New Delhi,18:40,16h 45m,1 stop,In-flight meal not included,7832
2530,SpiceJet,2019-03-21,Mumbai,Hyderabad,5:45,1h 20m,non-stop,No info,3173
2531,Jet Airways,2019-03-21,Banglore,New Delhi,11:40,20h,1 stop,In-flight meal not included,7832
2532,Jet Airways,2019-03-21,Banglore,New Delhi,8:00,13h 20m,1 stop,In-flight meal not included,7832
2533,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,6:00,7h 20m,1 stop,No info,11269
2534,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,8:55,6h 35m,1 stop,No info,11269
2535,Jet Airways,2019-03-21,Banglore,New Delhi,14:05,5h 5m,1 stop,In-flight meal not included,7832
2536,SpiceJet,2019-03-21,Kolkata,Banglore,22:20,2h 20m,non-stop,No info,3847
2537,IndiGo,2019-03-21,Delhi,Cochin,6:40,14h 40m,2 stops,No info,6494
2538,IndiGo,2019-03-21,Delhi,Cochin,8:25,7h 5m,1 stop,No info,9709
2539,Multiple carriers,2019-03-21,Delhi,Cochin,13:00,12h 35m,1 stop,No info,8098
2540,Jet Airways,2019-03-21,Banglore,New Delhi,8:55,11h 25m,1 stop,In-flight meal not included,7832
2541,Air India,2019-03-21,Delhi,Cochin,19:45,23h 30m,2 stops,No info,8236
2542,SpiceJet,2019-03-21,Kolkata,Banglore,9:00,2h 30m,non-stop,No info,4148
2543,Jet Airways,2019-03-21,Delhi,Cochin,20:50,7h 35m,1 stop,No info,14189
2544,Vistara,2019-03-21,Delhi,Cochin,6:00,3h 10m,non-stop,No info,6688
2545,Air India,2019-03-21,Delhi,Cochin,12:00,19h 40m,2 stops,No info,9706
2546,Air India,2019-03-21,Banglore,New Delhi,8:15,14h 55m,1 stop,No info,4943
2547,Jet Airways,2019-03-21,Delhi,Cochin,22:50,5h 35m,1 stop,No info,12242
2548,Multiple carriers,2019-03-21,Delhi,Cochin,13:00,8h,1 stop,No info,13062
2549,Multiple carriers,2019-03-21,Delhi,Cochin,10:45,8h 5m,1 stop,No info,11622
2550,IndiGo,2019-03-21,Delhi,Cochin,8:25,12h 35m,1 stop,No info,8285
2551,SpiceJet,2019-03-21,Chennai,Kolkata,9:30,2h 35m,non-stop,No check-in baggage included,3332
2552,Jet Airways,2019-03-21,Banglore,New Delhi,14:05,21h 20m,1 stop,In-flight meal not included,7832
2553,Jet Airways,2019-03-21,Banglore,New Delhi,7:00,8h 15m,1 stop,In-flight meal not included,7832
2554,Multiple carriers,2019-03-21,Delhi,Cochin,10:45,8h 30m,1 stop,No info,7154
2555,Air India,2019-03-21,Delhi,Cochin,16:40,26h 35m,2 stops,No info,8236
2556,Jet Airways,2019-03-21,Banglore,New Delhi,7:00,14h 20m,1 stop,In-flight meal not included,7832
